link_midpoint,probability_left,real_coherence,imaginary_coherence
1.325000000000000178e+00,1.457975609529920107e-06,2.174106128781261965e-06,1.082989533420687475e-07
1.375000000000000000e+00,3.250031133255381678e-06,4.751472022963025320e-06,2.399408752196099287e-07
1.425000000000000044e+00,6.964258827247039918e-06,9.988694794620699957e-06,5.112842141413274435e-07
1.475000000000000089e+00,1.436411795270059042e-05,2.022413936143123379e-05,1.049171280866445726e-06
1.525000000000000133e+00,2.855146237573754603e-05,3.948422797878904184e-05,2.075715979884704665e-06
1.575000000000000178e+00,5.475421312354941889e-05,7.441294905387009712e-05,3.963748336062283874e-06
1.625000000000000000e+00,1.014168220303981977e-04,1.355170860873354316e-04,7.313249057410222395e-06
1.675000000000000044e+00,1.816105441349499523e-04,2.387166863596598178e-04,1.304978795163202718e-05
1.725000000000000089e+00,3.147171524889418319e-04,4.071108208772506918e-04,2.254153367627023894e-05
1.775000000000000133e+00,5.282436622886917338e-04,6.727584371664162115e-04,3.772472139580005697e-05
1.825000000000000178e+00,8.595031077435968817e-04,1.078144993488139693e-03,6.121900181600243792e-05
1.875000000000000000e+00,1.356765766942133944e-03,1.676882370646698211e-03,9.640513332270885308e-05
1.925000000000000044e+00,2.079377666695644312e-03,2.533108795972128981e-03,1.474301789098743181e-04
1.975000000000000089e+00,3.096299403905804909e-03,3.719059582462178135e-03,2.191025277313540223e-04
2.024999999999999911e+00,4.482580101282820570e-03,5.310406094613783108e-03,3.166435330051293150e-04
2.075000000000000178e+00,6.313479152019195288e-03,7.379228992229211817e-03,4.452764040088007355e-04
2.125000000000000000e+00,8.656287647397141460e-03,9.984890883701854486e-03,6.096565338388831249e-04
2.175000000000000266e+00,1.156035140292210363e-02,1.316355284622344746e-02,8.131785395376219493e-04
2.225000000000000089e+00,1.504628854348797479e-02,1.691755211752159205e-02,1.057229111816355245e-03
2.274999999999999911e+00,1.909582567245687520e-02,2.120621514639832450e-02,1.340484363526338665e-03
2.325000000000000178e+00,2.364393490538722539e-02,2.593981291374379897e-02,1.658367980876306394e-03
2.375000000000000000e+00,2.857494241392474765e-02,3.097819621284966449e-02,2.002785466834742720e-03
2.425000000000000266e+00,3.372394513587471943e-02,3.613515623214046818e-02,2.362226542017540482e-03
2.475000000000000089e+00,3.888422973272043920e-02,4.118879064367112625e-02,2.722283305293561953e-03
2.525000000000000355e+00,4.382052345629013773e-02,4.589723681414351053e-02,3.066572035770500759e-03
2.575000000000000178e+00,4.828696793945778942e-02,5.001822884331545704e-02,3.377981703493169053e-03
2.625000000000000000e+00,5.204787304438958373e-02,5.333022301495621287e-02,3.640114671228144531e-03
2.675000000000000266e+00,5.489874906526389514e-02,5.565246662466011296e-02,3.838746446821597168e-03
2.725000000000000089e+00,5.668495309414817163e-02,5.686144232589910447e-02,3.963120059253036169e-03
2.775000000000000355e+00,5.731556200795384637e-02,5.690160223475320550e-02,4.006909661254128181e-03
2.825000000000000178e+00,5.677075383931464575e-02,5.578912506727256443e-02,3.968734140931792949e-03
2.875000000000000000e+00,5.510191630196155377e-02,5.360843208645881680e-02,3.852166270287905522e-03
2.925000000000000266e+00,5.242473165383500916e-02,5.050219998406315497e-02,3.665254222121493242e-03
2.975000000000000089e+00,4.890642662079378727e-02,4.665643767700679984e-02,3.419637420765505014e-03
3.025000000000000355e+00,4.474906976473754655e-02,4.228272159289860749e-02,3.129386917603381359e-03
3.075000000000000178e+00,4.017115031068588249e-02,3.759985020499066050e-02,2.809725098948985186e-03
3.125000000000000000e+00,3.538965848810235459e-02,3.281699574183130630e-02,2.475778845993704871e-03
3.175000000000000266e+00,3.060455332672301632e-02,2.811997273935914685e-02,2.141497352970533462e-03
3.225000000000000089e+00,2.598694610192633231e-02,2.366162145235189973e-02,1.818827303247560383e-03
3.275000000000000355e+00,2.167166777906586947e-02,1.955664219692681421e-02,1.517192396746585127e-03
3.325000000000000178e+00,1.775424626797914712e-02,1.588062353965980986e-02,1.243279593353227575e-03
3.375000000000000000e+00,1.429178937397535161e-02,1.267256024124137868e-02,1.001097520934228968e-03
3.425000000000000266e+00,1.130691021857422457e-02,9.939893713198170652e-03,7.922473726978130877e-04
3.475000000000000089e+00,8.793661664164243927e-03,7.665028041508581240e-03,6.163345884473341117e-04
3.525000000000000355e+00,6.724448297005228628e-03,5.812348413591893539e-03,4.714495673879663413e-04
3.575000000000000178e+00,5.057018401155543609e-03,4.334948770404558650e-03,3.546548216397068837e-04
3.625000000000000000e+00,3.740852689051232978e-03,3.180509549501764604e-03,2.624307940500062689e-04
3.675000000000000266e+00,2.722510551122680946e-03,2.296007630832887312e-03,1.910495023067162882e-04
3.725000000000000089e+00,1.949726494534822097e-03,1.631153907533769475e-03,1.368613208004990968e-04
3.775000000000000355e+00,1.374241001855600096e-03,1.140618363060647228e-03,9.649359036262312582e-05
3.825000000000000178e+00,9.534872423126142423e-04,7.852106807282762096e-04,6.696936081140228284e-05
3.875000000000000000e+00,6.513361488832944456e-04,5.322393292857605486e-04,4.576028325979762548e-05
3.925000000000000266e+00,4.381342992429335093e-04,3.552835724676842253e-04,3.078995117131710371e-05
3.975000000000000089e+00,2.902635976646456614e-04,2.335937458376423630e-04,2.040365501936119050e-05
4.025000000000000355e+00,1.894221241484565332e-04,1.512982329329752497e-04,1.331848020855204762e-05
4.075000000000000178e+00,1.217837531249878658e-04,9.655169307658236302e-05,8.564782405753874732e-06
4.125000000000000000e+00,7.714974035961674216e-05,6.071617651245855927e-05,5.426983015812671143e-06
4.174999999999999822e+00,4.816485729731630227e-05,3.762970651675968969e-05,3.388791695434479734e-06
4.225000000000000533e+00,2.963734975650079431e-05,2.298798672117518375e-05,2.085632423957872684e-06
4.275000000000000355e+00,1.797722807465012277e-05,1.384442651548146507e-05,1.265312477316336344e-06
4.325000000000000178e+00,1.075077650488005278e-05,8.220754202161678915e-06,7.568051402220377339e-07
4.375000000000000000e+00,6.339407543416864480e-06,4.813581167802922792e-06,4.463281748618576060e-07
4.424999999999999822e+00,3.686428477527167727e-06,2.779718160159514999e-06,2.595761372588821887e-07
4.475000000000000533e+00,2.114299210867410568e-06,1.583301391333196516e-06,1.488916677172545466e-07
4.525000000000000355e+00,1.196146700294000127e-06,8.896312270747004809e-07,8.424125317012870919e-08
4.575000000000000178e+00,6.675939571006119153e-07,4.931647356922345800e-07,4.701975988874421730e-08
4.625000000000000000e+00,3.676221327950092527e-07,2.697493076317635116e-07,2.589335408098415106e-08
4.674999999999999822e+00,1.997571642247323655e-07,1.456010731695842891e-07,1.407014272186001000e-08
4.725000000000000533e+00,1.071182678598461031e-07,7.756274591989943883e-08,7.545010043665353055e-09
4.775000000000000355e+00,5.669347397532323270e-08,4.078246672685347465e-08,3.993190291232103090e-09
4.825000000000000178e+00,2.961813844323212028e-08,2.116760934965805188e-08,2.086054883989418550e-09
4.875000000000000000e+00,1.527507582645279309e-08,1.084659454589037820e-08,1.075777955696392264e-09
4.925000000000000711e+00,7.777762467611302024e-09,5.487601258532210377e-09,5.477159506582488229e-10
4.975000000000000533e+00,3.910348311857151960e-09,2.741464006241907172e-09,2.753389572274683497e-10
5.025000000000000355e+00,1.941370904445496257e-09,1.352495393036969395e-09,1.366791349222412338e-10
5.075000000000000178e+00,9.518660086425535516e-10,6.589975059828293789e-10,6.700402893515465639e-11
5.125000000000000000e+00,4.609548495285107636e-10,3.171517355528208410e-10,3.244178431061242917e-11
5.175000000000000711e+00,2.204938137376863685e-10,1.507736782041990503e-10,1.551507221082138408e-11
5.225000000000000533e+00,1.041907666954367265e-10,7.081056145891677271e-11,7.329720909803361027e-12
5.275000000000000355e+00,4.864020664668547525e-11,3.285661205196070003e-11,3.420929819566948838e-12
5.325000000000000178e+00,2.243534293121292579e-11,1.506389057732198188e-11,1.577472256909851458e-12
5.375000000000000000e+00,1.022534929598455698e-11,6.824609535104792789e-12,7.187488110300567972e-13
5.425000000000000711e+00,4.605406993626430954e-12,3.055488698808071507e-12,3.236135320400565308e-13
5.475000000000000533e+00,2.049924560354518080e-12,1.352013432407462939e-12,1.439945022301925254e-13
5.525000000000000355e+00,9.018257421936624766e-13,5.913074350677569624e-13,6.332420549715039971e-14
5.575000000000000178e+00,3.921538510400044817e-13,2.556298602071004913e-13,2.752532330832062394e-14
5.625000000000000000e+00,1.685671801447791098e-13,1.092468686413123463e-13,1.182680798265466738e-14
5.675000000000000711e+00,7.163168823622704132e-14,4.615706969935070090e-14,5.023519305933083766e-15
5.725000000000000533e+00,3.009437418728281357e-14,1.928107852646057753e-14,2.109533329926652084e-15
5.775000000000000355e+00,1.250101157353816549e-14,7.963788925234646850e-15,8.758591650713561662e-16
5.825000000000000178e+00,5.134709534915024153e-15,3.252627867684656315e-15,3.595695897848023621e-16
5.875000000000000000e+00,2.085586003009237289e-15,1.313728387499933583e-15,1.459698247921991137e-16
5.925000000000000711e+00,8.377451053814457517e-16,5.247629589781908666e-16,5.860096970786575438e-17
5.975000000000000533e+00,3.328103440715414459e-16,2.073177266975175617e-16,2.326685612024914669e-17
6.025000000000000355e+00,1.307711348881373993e-16,8.101289927824563516e-17,9.136732190412347026e-18
6.075000000000000178e+00,5.082596958627006207e-17,3.131444270189821163e-17,3.548893675163591660e-18
6.125000000000000000e+00,1.954097435096208573e-17,1.197390484194592729e-17,1.363553248645882228e-18
6.175000000000000711e+00,7.432263715075108293e-18,4.529548227377817708e-18,5.182697994306158741e-19
6.225000000000000533e+00,2.796646018760561483e-18,1.695230909772503164e-18,1.948819491431233908e-19
6.275000000000000355e+00,1.041171028445137096e-18,6.277463628185007371e-19,7.250133440096073196e-20
6.325000000000000178e+00,3.835315511209677507e-19,2.300101337926530347e-19,2.668734560513986679e-20
6.375000000000000000e+00,1.397978234282250348e-19,8.339553591058999035e-20,9.720211206250558947e-21
6.425000000000000711e+00,5.042494756241947663e-20,2.992243604700687709e-20,3.503341782888303091e-21
6.475000000000000533e+00,1.799953448660359254e-20,1.062512990080921437e-20,1.249542112448862140e-21
6.525000000000000355e+00,6.358761166020029114e-21,3.734041789741660030e-21,4.410680391917061189e-22
6.575000000000000178e+00,2.223327584354343506e-21,1.298840512912018878e-21,1.540887705815991781e-22
6.625000000000000000e+00,7.694457799378683105e-22,4.471857382307866913e-22,5.328084755695603139e-23
6.675000000000000711e+00,2.635844376322113883e-22,1.524048926827939603e-22,1.823600017810698135e-23
6.725000000000000533e+00,8.938237487686461255e-23,5.141759577010262811e-23,6.178309580073234881e-24
6.775000000000000355e+00,3.000525179309240349e-23,1.717312106489016029e-23,2.072117666283004701e-24
6.825000000000000178e+00,9.971912943626027673e-24,5.678500814607547677e-24,6.879968859837366432e-25
6.875000000000000000e+00,3.281086728453185640e-24,1.859033471269754091e-24,2.261559648639223090e-25
6.925000000000000711e+00,1.068899501293643727e-24,6.026033572750101458e-25,7.360396273505916563e-26
6.975000000000000533e+00,3.447923299462474852e-25,1.934141177990880838e-25,2.371852720954887978e-26
7.025000000000000355e+00,1.101288694644377360e-25,6.147212726430254399e-26,7.568134763829196259e-27
7.075000000000000178e+00,3.483282006668399851e-26,1.934740198035504359e-26,2.391254460123800256e-27
7.125000000000000000e+00,1.091040175773764851e-26,6.030343206908494464e-27,7.482034160674177285e-28
7.175000000000000711e+00,3.384371021785270407e-27,1.861472644761134746e-27,2.318412828658707430e-28
7.225000000000000533e+00,1.039729617404272510e-27,5.690973628279676724e-28,7.114737077396611169e-29
7.275000000000000355e+00,3.163647079391584179e-28,1.723263332006870482e-28,2.162442422706410237e-29
7.325000000000000178e+00,9.534559348935730222e-29,5.168582993296473843e-29,6.509809132973930862e-30
7.375000000000000000e+00,2.846280075974380806e-29,1.535554932124352122e-29,1.941104329409188296e-30
7.425000000000000711e+00,8.416627126646465031e-30,4.519102841982056395e-30,5.733304775839002087e-31
7.475000000000000533e+00,2.465476730843955949e-30,1.317501045365609615e-30,1.677475381489524545e-31
7.525000000000000355e+00,7.154592939478655622e-31,3.805224374955235435e-31,4.862076030222971590e-32
7.575000000000000178e+00,2.056878777237952947e-31,1.088826026752074401e-31,1.396111676035505510e-32
7.625000000000000000e+00,5.858553299239616258e-32,3.086766306371956819e-32,3.971633058357650701e-33
7.675000000000000711e+00,1.653286131733699313e-32,8.670298262943488583e-33,1.119405188865701425e-33
7.725000000000000533e+00,4.622741247161852773e-33,2.413054352285067111e-33,3.126031871762416426e-34
7.775000000000000355e+00,1.280744853143054530e-33,6.654574844774820129e-34,8.649749876364915055e-35
7.825000000000000178e+00,3.516043650961033115e-34,1.818490233161694681e-34,2.371560511055083604e-35
7.875000000000000000e+00,9.565153492224678686e-35,4.924436723284284170e-35,6.443260438599934764e-36
7.925000000000000711e+00,2.578655231458334758e-35,1.321521218628707633e-35,1.734750641685362777e-36
7.975000000000000533e+00,6.889296046643242897e-36,3.514632718658362842e-36,4.628506219869256672e-37
8.025000000000000355e+00,1.824115810999393710e-36,9.263824126204490424e-37,1.223856139760180682e-37
8.075000000000001066e+00,4.786771802840653558e-37,2.420038833690652605e-37,3.207217279316440354e-38
8.125000000000000000e+00,1.244983180481198069e-37,6.266033122440219391e-38,8.330235857000127768e-39
8.175000000000000711e+00,3.209448931704172613e-38,1.608111687676140321e-38,2.144488390320762627e-39
8.224999999999999645e+00,8.200820641209730879e-39,4.090798199332388542e-39,5.471829363570032915e-40
8.275000000000000355e+00,2.077113964412789848e-39,1.031540135523086507e-39,1.383935820254784448e-40
8.325000000000001066e+00,5.215062116474019766e-40,2.578503016425809935e-40,3.469858968516038347e-41
8.375000000000000000e+00,1.297985885335453641e-40,6.389461204155026151e-41,8.624034517063069991e-42
8.425000000000000711e+00,3.202573669140786161e-41,1.569593342289535036e-41,2.124629385823803075e-42
8.474999999999999645e+00,7.833586420211110187e-42,3.822581665616237332e-42,5.188915365620763074e-43
8.525000000000000355e+00,1.899689135824981615e-42,9.229890155000756735e-43,1.256567950017914095e-43
8.575000000000001066e+00,4.567580750453175407e-43,2.209611441843658961e-43,3.017186149115089921e-44
8.625000000000000000e+00,1.088851433226898838e-43,5.244627996284268163e-44,7.181477145991842144e-45
8.675000000000000711e+00,2.573524551127029119e-44,1.234266790054388496e-44,1.694440496377353730e-45
8.724999999999999645e+00,6.031128765836228033e-45,2.880279382569978317e-45,3.964785106389368807e-46
8.775000000000000355e+00,1.401595764119638222e-45,6.665196266146668087e-46,9.202074428707460148e-47
8.825000000000001066e+00,3.230005695158897293e-46,1.529445970146457731e-46,2.117713953018731314e-47
8.875000000000000000e+00,7.380953238065604958e-47,3.480094467326059328e-47,4.830620558027030423e-48
8.925000000000000711e+00,1.672467776601846776e-47,7.852655404864093389e-48,1.092509447803449847e-48
8.974999999999999645e+00,3.758384746209982760e-48,1.757359912428767815e-48,2.451483325490499154e-49
9.025000000000000355e+00,8.377033697622726280e-49,3.900605655985805268e-49,5.457884278117723616e-50
9.075000000000001066e+00,1.851802207247171615e-49,8.586129739199243676e-50,1.204660353703591806e-50
9.125000000000000000e+00,4.059441671035504743e-50,1.874378281412876626e-50,2.635298080596721651e-51
9.175000000000000711e+00,8.825701147848621677e-51,4.058555011580490680e-51,5.719101118089457969e-52
9.224999999999999645e+00,1.903412508150629953e-51,8.717191452733036820e-52,1.231916504140877400e-52
9.275000000000000355e+00,4.072004610922886069e-52,1.857147825647594395e-52,2.631433138171082976e-53
9.325000000000001066e+00,8.640074818375157615e-53,3.924469841000053272e-53,5.572322912506552917e-54
9.375000000000000000e+00,1.818499456268158856e-53,8.226768668989139724e-54,1.171136489177295520e-54
9.425000000000000711e+00,3.797157220549725055e-54,1.710740761803990863e-54,2.442398401975018160e-55
9.474999999999999645e+00,7.864533597597697708e-55,3.528654730804406811e-55,5.046845452628720890e-56
9.525000000000000355e+00,1.615621643899737363e-55,7.220689640019851506e-56,1.034423329344396664e-56
9.575000000000001066e+00,3.293369502858923158e-56,1.466130055053850513e-56,2.107330973163585082e-57
9.625000000000000000e+00,6.661705510821735062e-57,2.953216321517934556e-57,4.257499739547829743e-58
9.675000000000000711e+00,1.336406970788512602e-57,5.900663632720837401e-58,8.511546549865721666e-59
9.725000000000001421e+00,2.659541317137006157e-58,1.170019746225076340e-58,1.691152372797963863e-59
9.775000000000000355e+00,5.254839099628094086e-59,2.302470656722286730e-59,3.347005076056714041e-60
9.825000000000001066e+00,1.030173417724964716e-59,4.492933766459729768e-60,6.545096218654037641e-61
9.875000000000000000e+00,2.001103534629558696e-60,8.694203789640911949e-61,1.260872118335156437e-61
9.925000000000000711e+00,3.856820834054878768e-61,1.671230476123592016e-61,2.426700142012574407e-62
9.975000000000001421e+00,7.394432261242416729e-62,3.191971199268730173e-62,4.695668390595211820e-63
1.002500000000000036e+01,1.407704173295983772e-62,6.041162038934147600e-63,8.944037684944653839e-64
1.007500000000000107e+01,2.649391654102479445e-63,1.131808885251319389e-63,1.653593718486205265e-64
1.012500000000000000e+01,4.938247135209694758e-64,2.107372288027338849e-64,3.052658381405530791e-65
1.017500000000000071e+01,9.181811011345213450e-65,3.910049239779164581e-65,5.797286097464429365e-66
1.022500000000000142e+01,1.701687205187534539e-65,7.189419102042682968e-66,1.091145304089388672e-66
1.027500000000000036e+01,3.107406868797905729e-66,1.302779478858202098e-66,1.923023797780100401e-67
1.032500000000000107e+01,5.580906038459045560e-67,2.345619277752409874e-67,3.312123956660564541e-68
1.037500000000000000e+01,1.005505451719811216e-67,4.246124319332546713e-68,6.288906633796910024e-69
1.042500000000000071e+01,1.832419224599854513e-68,7.635984036116657196e-69,1.239292644565585149e-69
1.047500000000000142e+01,3.265851921618590102e-69,1.331277982289413402e-69,2.058975883335882071e-70
1.052500000000000036e+01,5.556574292293015159e-70,2.282543482533598914e-70,2.892259737355064974e-71
1.057500000000000107e+01,9.526834583822947789e-71,4.044405559065432097e-71,5.414970657471483711e-72
1.062500000000000000e+01,1.747740579718412466e-71,7.310996893634967082e-72,1.340076484329937747e-72
1.067500000000000071e+01,3.161022934621982504e-72,1.239212139661614199e-72,2.345735508857479673e-73
1.072500000000000142e+01,5.032141527470721015e-73,1.949997060030695263e-73,2.143605685673750969e-74
1.077500000000000036e+01,7.647716119421634685e-74,3.272914539665505655e-74,2.554773794453902032e-75
1.082500000000000107e+01,1.409210031736531909e-74,6.172764604610524623e-75,1.197828655837627917e-75
1.087500000000000000e+01,2.805672359850921765e-75,1.075184952239048646e-75,2.852911627927805928e-76
1.092500000000000071e+01,4.410399969705269371e-76,1.535577796968564360e-76,2.157210275573656303e-77
1.097500000000000142e+01,5.451965238504030714e-77,2.227893873586649163e-77,-6.460370430977638988e-79
1.102500000000000036e+01,9.111732252971145486e-78,4.375398664229104926e-78,6.967639072471396142e-79
1.107500000000000107e+01,2.154320700872145162e-78,8.416264805281400786e-79,2.992535710063816194e-79
1.112500000000000000e+01,3.703663211160910369e-79,1.152522082268569984e-79,2.891170598873099923e-80
1.117500000000000071e+01,3.812160404271762000e-80,1.325974220021246230e-80,-1.992898648034106182e-81
1.122500000000000142e+01,4.716286545444489633e-81,2.581330581770559596e-81,1.532348890038312291e-82
1.127500000000000036e+01,1.417799457085733990e-81,5.869854349633038361e-82,2.673060469390456372e-82
1.132500000000000107e+01,2.934155613547273480e-82,8.148203692938230225e-83,3.755420232278305364e-83
1.137500000000000000e+01,2.743426564390722445e-83,6.322918792410541769e-84,-1.612742848757182589e-84
1.142500000000000071e+01,1.552082425107388125e-84,1.080334240164237297e-84,-2.624094969239826092e-85
1.147500000000000142e+01,7.963370981806073716e-85,3.787495377559290823e-85,2.318198366588680135e-85
1.152500000000000036e+01,2.476233362346150034e-85,6.356515339627032913e-86,5.443395457928285905e-86
1.157500000000000107e+01,2.828321532181903487e-86,3.014048202082401200e-87,1.820498975594243907e-87
1.162500000000000000e+01,4.383767171991541163e-88,-5.936937675208651627e-89,-3.486059740875845039e-88
1.167500000000000071e+01,2.852588724703514211e-88,1.626986220655846951e-88,1.629482380837084323e-88
1.172500000000000142e+01,1.858766721520146592e-88,4.654864028789182476e-89,5.954377668715360223e-89
1.177500000000000036e+01,3.073132948146150686e-89,3.161086602308535604e-90,5.466941859369836423e-90
1.182500000000000107e+01,1.297695949831327110e-90,-2.650620863946063815e-91,-5.862234703276083753e-92
1.187500000000000000e+01,5.678871790042184857e-92,1.813472507310278233e-92,6.580068257942783573e-92
1.192500000000000071e+01,8.203386612045763647e-92,1.816920704648189166e-92,3.024712429538958480e-92
1.197500000000000142e+01,1.517676383812652704e-92,1.455633024949393188e-93,2.494600996743027697e-93
1.202500000000000036e+01,5.496495646402822613e-94,-8.397191963108182410e-95,-1.118592044938744135e-94
1.207500000000000107e+01,3.559316003340195482e-95,1.630874743063401251e-95,3.577483910843083908e-95
1.212500000000000000e+01,4.343009596618210206e-95,4.999908960584234196e-96,1.604250031406949592e-95
1.217500000000000071e+01,6.501503154884060580e-96,-7.889515640029208824e-97,1.449301917672790247e-96
1.222500000000000142e+01,4.188140117823629024e-97,-1.839385794405808513e-97,2.810696024879154591e-97
1.227500000000000036e+01,2.694120045533904549e-97,2.597139758481924684e-98,1.640184220392069987e-97
1.232500000000000107e+01,1.023583054751192885e-97,6.879582871298267220e-99,4.303271400696416034e-98
1.237500000000000000e+01,1.855387431897124618e-98,-5.715901923809072524e-100,6.920638457856013479e-99
1.242500000000000071e+01,2.599023318977373711e-99,-2.375009158819947216e-100,1.184313096741597322e-99
1.247500000000000142e+01,5.613663353865274503e-100,7.648535305492146962e-103,2.805999550081803949e-100
1.252500000000000036e+01,1.402594255982627168e-100,5.144071116067485742e-102,6.034186358150868327e-101
1.257500000000000107e+01,2.614870232423074411e-101,-5.719292046666885889e-104,1.010877083716844019e-101
1.262500000000000000e+01,3.908053164605555622e-102,-1.932279083542211227e-103,1.582052252896987850e-102
1.267500000000000071e+01,6.499979013770069231e-103,-2.293195981535717812e-104,2.898284496012971872e-103
1.272500000000000142e+01,1.300410429021345998e-103,-2.369637900093164168e-106,5.582376190633760641e-104
1.277500000000000036e+01,2.396434599158456674e-104,-2.625172726254255027e-106,9.532947336240447677e-105
1.282500000000000107e+01,3.795054547530633347e-105,-1.394065574205878848e-106,1.509834877928779161e-105
1.287500000000000000e+01,6.057977607615699618e-106,-2.002318304321571400e-107,2.542777853005699034e-106
1.292500000000000071e+01,1.073924734795288019e-106,-4.528964397405465380e-109,4.465929918815512363e-107
1.297500000000000142e+01,1.857353736751863364e-107,1.715490341182134462e-109,7.266677968566075961e-108
1.302500000000000036e+01,2.844586721662753869e-108,2.818584279479873244e-110,1.070163076024785058e-108
1.307500000000000107e+01,4.028857486724762109e-109,8.769053825908072840e-111,1.513118369323909193e-109
1.312500000000000000e+01,5.701906403130493262e-110,3.115798290411314421e-111,2.128558754666907837e-110
1.317500000000000071e+01,8.116310641987446814e-111,7.664113235370614656e-112,2.978255395903239413e-111
1.322500000000000142e+01,1.165232817870159347e-111,1.463607020547421717e-112,4.414833386979455983e-112
1.327500000000000036e+01,1.856530215560297938e-112,2.450730136725077424e-113,7.809737358865140204e-113
1.332500000000000107e+01,3.608779176119492671e-113,3.902821827893328259e-114,1.674370808875881891e-113
1.337500000000000000e+01,8.190686222582571855e-114,6.231225644532579635e-115,3.928107577752590473e-114
1.342500000000000071e+01,1.931255873178905454e-114,9.660519643264390106e-116,9.114184389469585010e-115
1.347500000000000142e+01,4.349584881508263427e-115,1.279852623552220851e-116,1.986042676169206420e-115
1.352500000000000036e+01,9.106031602657334215e-116,1.235014631107272635e-117,4.034895674564948159e-116
1.357500000000000107e+01,1.789543066296630330e-116,5.847689245402576494e-119,7.748453769253675453e-117
1.362500000000000000e+01,3.355155653530393868e-117,-8.341746018056779261e-120,1.422850479981403404e-117
1.367500000000000071e+01,6.034215047458747964e-118,-3.931785609161516801e-120,2.506847246051898303e-118
1.372500000000000142e+01,1.041697877753436221e-118,-1.071505724564686271e-120,4.253171512378490712e-119
1.377500000000000036e+01,1.737639054993840039e-119,-2.254546708910749481e-121,7.010188946905557062e-120
1.382500000000000107e+01,2.831058541102936389e-120,-3.851723406691523117e-122,1.131941499284911749e-120
1.387500000000000000e+01,4.531079511424690445e-121,-5.740853481933459085e-123,1.794719415208592855e-121
1.392500000000000071e+01,7.115994126933709201e-122,-7.965271200685196814e-124,2.789488335678805978e-122
1.397500000000000142e+01,1.094378324448370757e-122,-1.023875207867967552e-124,4.245533321443867596e-123
1.402500000000000036e+01,1.647970905947334107e-123,-1.125160460568445037e-125,6.323172495699181949e-124
1.407500000000000107e+01,2.426934245419565654e-124,-9.082818782698850228e-127,9.189297844091951759e-125
1.412500000000000000e+01,3.479758250003063532e-125,-2.206119009486815052e-128,1.296421895822065372e-125
1.417500000000000071e+01,4.829975182691162773e-126,1.113388583568668738e-128,1.766442144600289616e-126
1.422500000000000142e+01,6.460575252677029228e-127,3.500346585582205739e-129,2.314607483689705610e-127
1.427500000000000036e+01,8.294358995282793482e-128,7.616208616903883000e-130,2.902590548688187438e-128
1.432500000000000107e+01,1.016453780394414695e-128,1.424641092871577367e-130,3.460750045866785738e-129
1.437500000000000000e+01,1.180288482743082882e-129,2.435287729700268119e-131,3.892794914938361082e-130
1.442500000000000071e+01,1.288935606461030105e-130,3.944512254397993180e-132,4.102700327714385663e-131
