link_midpoint,probability_left,real_coherence,imaginary_coherence
4.575000000000000178e-01,6.818358118797144997e-38,3.302580936735656642e-39,-8.864871048744790558e-38
4.625000000000000222e-01,1.154163623385528272e-37,4.383751729209185313e-39,-1.460076491209546198e-37
4.675000000000000266e-01,1.848737081009505084e-37,5.303381184628808330e-39,-2.269954193337539968e-37
4.725000000000000311e-01,2.788662962412406193e-37,5.960043053428312832e-39,-3.311772771764023049e-37
4.775000000000000355e-01,3.934283651698927476e-37,6.591221809850406789e-39,-4.495794091160848342e-37
4.824999999999999845e-01,5.138548899971014388e-37,8.122987630710562142e-39,-5.603490644293236614e-37
4.874999999999999889e-01,6.111784923106183428e-37,1.252570269359445809e-38,-6.268746281822849780e-37
4.924999999999999933e-01,6.432305744274246046e-37,2.298877210424479432e-38,-6.032040936816736289e-37
4.974999999999999978e-01,5.664899598430135773e-37,4.362421739240751083e-38,-4.543862120227822455e-37
5.025000000000000577e-01,3.678262931213408105e-37,7.828152422158035146e-38,-2.021980874284501376e-37
5.075000000000000622e-01,1.278105031460282288e-37,1.278443360098627457e-37,-8.749960212669993768e-39
5.124999999999999556e-01,1.284772037456475239e-37,1.849958881669445861e-37,-3.106005101053054620e-37
5.174999999999999600e-01,1.017271171118403627e-36,2.248682522301170741e-37,-2.013494490702634853e-36
5.224999999999999645e-01,4.035035997764580127e-36,1.894611869381909334e-37,-6.752913853006841522e-36
5.274999999999999689e-01,1.131036775700914383e-35,-3.612345664018664183e-38,-1.722021632636114812e-35
5.324999999999999734e-01,2.621817093852034810e-35,-6.556944316636841535e-37,-3.755136504557389779e-35
5.374999999999999778e-01,5.379989913412584164e-35,-1.997663106376570188e-36,-7.377710440255271947e-35
5.424999999999999822e-01,1.012465056548148590e-34,-4.542441496989128635e-36,-1.343358501315807328e-34
5.474999999999999867e-01,1.784432389886525485e-34,-8.921562683224823616e-36,-2.306375945141994113e-34
5.524999999999999911e-01,2.985447618298090928e-34,-1.586515389208537555e-35,-3.776088185629361717e-34
5.574999999999999956e-01,4.784546280063175991e-34,-2.608326849355705363e-35,-5.940097871909067201e-34
5.625000000000000000e-01,7.388954845039666917e-34,-4.009444699006451629e-35,-9.020832743146450284e-34
5.675000000000000044e-01,1.103487320706847642e-33,-5.806131196083896471e-35,-1.325818189402363216e-33
5.725000000000000089e-01,1.595999296275236177e-33,-7.974343273980436732e-35,-1.886948151001540993e-33
5.775000000000000133e-01,2.234920997745936237e-33,-1.047009597254067406e-34,-2.598019731491123666e-33
5.825000000000000178e-01,3.025014675240515188e-33,-1.328399237703909173e-34,-3.452760263940410183e-33
5.875000000000000222e-01,3.946823790084224511e-33,-1.652584988346630051e-34,-4.415700454685370177e-33
5.925000000000000266e-01,4.947198536200417932e-33,-2.051533664552345297e-34,-5.415268739667121407e-33
5.975000000000000311e-01,5.936131976853846388e-33,-2.583514340621854750e-34,-6.346368139705238156e-33
6.025000000000000355e-01,6.796198970213870467e-33,-3.329471690589508198e-34,-7.088104774434369960e-33
6.075000000000000400e-01,7.408859471511199395e-33,-4.376235859705979093e-34,-7.538262300300375925e-33
6.125000000000000444e-01,7.695774650655893662e-33,-5.785217967112184283e-34,-7.658294287395892990e-33
6.175000000000000488e-01,7.664486232923083027e-33,-7.549705442980728038e-34,-7.514166064179812151e-33
6.225000000000000533e-01,7.441160493947174606e-33,-9.550100677384919560e-34,-7.295446844278060394e-33
6.275000000000000577e-01,7.275154047705842081e-33,-1.152503655280545490e-33,-7.303188840849421163e-33
6.325000000000000622e-01,7.513907136822843122e-33,-1.308590610713528437e-33,-7.914990921862986874e-33
6.375000000000000666e-01,8.565382763944385406e-33,-1.380577359937486285e-33,-9.550824260774804990e-33
6.424999999999999600e-01,1.087216303969264150e-32,-1.339706055724813469e-33,-1.265741882139211533e-32
6.474999999999999645e-01,1.490090453430663876e-32,-1.194336281068249593e-33,-1.769486518623567267e-32
6.524999999999999689e-01,2.110842951762907610e-32,-1.007487028954657854e-33,-2.506764133624775155e-32
6.574999999999999734e-01,2.981755093388700281e-32,-8.912045689966595004e-34,-3.494009615603939294e-32
6.624999999999999778e-01,4.096931259330060600e-32,-9.612769404922155795e-34,-4.694889629146887723e-32
6.674999999999999822e-01,5.382377142212556069e-32,-1.249949442811932055e-33,-5.994603963471191962e-32
6.724999999999999867e-01,6.679372229977532511e-32,-1.600972051914164689e-33,-7.197883400240179257e-32
6.774999999999999911e-01,7.760483287025551127e-32,-1.600328647228781093e-33,-8.064331386237747205e-32
6.824999999999999956e-01,8.383376243283760302e-32,-6.089694928260449617e-34,-8.376121397986640357e-32
6.875000000000000000e-01,8.369315187118308497e-32,2.057604305394871570e-33,-8.021000973332366217e-32
6.925000000000000044e-01,7.692241543019390560e-32,6.819030835944637944e-33,-7.086359871587544475e-32
6.975000000000000089e-01,6.588650104345029381e-32,1.348489533909370009e-32,-5.989499138258580313e-32
7.025000000000000133e-01,5.720826474820118607e-32,2.102185837677235097e-32,-5.671456760368333414e-32
7.075000000000000178e-01,6.394986326168675214e-32,2.755273373218338448e-32,-7.811576552142948112e-32
7.125000000000000222e-01,1.072907057054835501e-31,3.059086952627935237e-32,-1.489238292830214916e-31
7.175000000000000266e-01,2.154343945704052839e-31,2.737551861379312639e-32,-2.986353513521404142e-31
7.225000000000000311e-01,4.174472338826101254e-31,1.513924030644414065e-32,-5.525463243264779353e-31
7.275000000000000355e-01,7.319167845047387464e-31,-8.710240268680781558e-33,-9.190639584327807182e-31
7.325000000000000400e-01,1.154167312267998176e-30,-4.625334192955829455e-32,-1.378725637175054555e-30
7.375000000000000444e-01,1.648828323255727397e-30,-9.822150593884694024e-32,-1.881939417861647011e-30
7.425000000000000488e-01,2.153858826077146726e-30,-1.626237334677509499e-31,-2.359322407370667539e-30
7.475000000000000533e-01,2.596664476285404675e-30,-2.334981761588465878e-31,-2.741467707436472620e-30
7.525000000000000577e-01,2.915342609075090786e-30,-3.010652437555397471e-31,-2.978341627380232820e-30
7.575000000000000622e-01,3.073792803112939347e-30,-3.543994336575605883e-31,-3.047845995182370562e-30
7.625000000000000666e-01,3.062979443308977091e-30,-3.864362282521223645e-31,-2.950661606988369740e-30
7.675000000000000711e-01,2.891216556090870248e-30,-3.991401827288132122e-31,-2.699978828745328437e-30
7.724999999999999645e-01,2.576492772721814966e-30,-4.052439544203102667e-31,-2.320738038830204008e-30
7.774999999999999689e-01,2.154109557856272976e-30,-4.235279006587429595e-31,-1.866425987788436467e-30
7.824999999999999734e-01,1.700434333606369973e-30,-4.676454189610513629e-31,-1.445308526437599532e-30
7.874999999999999778e-01,1.357070325423496144e-30,-5.328331568119289472e-31,-1.235271313613654637e-30
7.924999999999999822e-01,1.333612825606653423e-30,-5.878314772012111163e-31,-1.469244681834607198e-30
7.974999999999999867e-01,1.877775717662789661e-30,-5.783871589913970553e-31,-2.389807295362682167e-30
8.024999999999999911e-01,3.219612735316308065e-30,-4.434555449374351143e-31,-4.186850063659315294e-30
8.074999999999999956e-01,5.505744862249170140e-30,-1.385610737299194365e-31,-6.933681860081212013e-30
8.125000000000000000e-01,8.735447157703002797e-30,3.428997803566725872e-31,-1.052956897991827948e-29
8.175000000000000044e-01,1.270563500167868790e-29,9.582502569959724360e-31,-1.465639276571399403e-29
8.225000000000000089e-01,1.697893040602882286e-29,1.617796015991625732e-30,-1.876903409130544029e-29
8.275000000000000133e-01,2.090201774688526176e-29,2.201847235508632504e-30,-2.214832051766278441e-29
8.325000000000000178e-01,2.370088089105470625e-29,2.592508098072200835e-30,-2.403460716591069715e-29
8.375000000000000222e-01,2.465661266112588162e-29,2.715955341141102361e-30,-2.383071672675474332e-29
8.425000000000000266e-01,2.333165066233524284e-29,2.580418060141388460e-30,-2.132925677959766245e-29
8.475000000000000311e-01,1.978410181154821012e-29,2.285311867289675747e-30,-1.688791576451252793e-29
8.525000000000000355e-01,1.467968331170443856e-29,1.982383707975989239e-30,-1.145314741485557183e-29
8.575000000000000400e-01,9.203497650684312960e-30,1.796820540886547662e-30,-6.352679605908022769e-30
8.625000000000000444e-01,4.735710692361706929e-30,1.750717735914633741e-30,-2.887986454782554958e-30
8.675000000000000488e-01,2.408398463244308268e-30,1.744642102370904145e-30,-1.929384767070439067e-30
8.725000000000000533e-01,2.809461037296071326e-30,1.626853376502325627e-30,-3.792166131984871235e-30
8.775000000000000577e-01,6.060655640057459813e-30,1.324191538027670813e-30,-8.499918478604655934e-30
8.825000000000000622e-01,1.221024617917533270e-29,9.570580545858372000e-31,-1.620081748894911284e-29
8.875000000000000666e-01,2.157060910690628979e-29,8.479874612260507146e-31,-2.731747683362797640e-29
8.925000000000000711e-01,3.462876822755281562e-29,1.376722938665361203e-30,-4.220672914953619313e-29
8.974999999999999645e-01,5.149774141065889536e-29,2.726960633503221805e-30,-6.049144634731153430e-29
9.024999999999999689e-01,7.120023704044292343e-29,4.671500078699792608e-30,-8.040024962770921288e-29
9.074999999999999734e-01,9.109552612162063122e-29,6.581125491661793089e-30,-9.836501415870938140e-29
9.124999999999999778e-01,1.066900608291606509e-28,7.745723121003092312e-30,-1.091692616659479068e-28
9.174999999999999822e-01,1.122684140047056638e-28,7.867414426373045448e-30,-1.072173197723086468e-28
9.224999999999999867e-01,1.029448039448509421e-28,7.366279851570690052e-30,-8.932489536284908247e-29
9.274999999999999911e-01,7.803404059848515347e-29,7.155009106104111761e-30,-5.819222521989515440e-29
9.324999999999999956e-01,4.405166264603458716e-29,7.898512538455999849e-30,-2.419858000218851805e-29
9.375000000000000000e-01,1.470904241796630361e-29,9.270637632954091166e-30,-3.219727738160519925e-30
9.425000000000000044e-01,6.547766067476000407e-30,9.888895107407379704e-30,-1.049111237256601537e-29
9.475000000000000089e-01,3.174421369321091512e-29,8.143313616379616670e-30,-5.331262425797839869e-29
9.525000000000000133e-01,9.162455526656024038e-29,3.329043250984206197e-30,-1.262623236324962332e-28
9.575000000000000178e-01,1.741155179594800856e-28,-3.867633179613947584e-30,-2.113823191440022501e-28
9.625000000000000222e-01,2.567114290382250918e-28,-1.189444667948932990e-29,-2.840106346730864695e-28
9.675000000000000266e-01,3.147640086456326558e-28,-1.921287440082174711e-29,-3.229135368764328413e-28
9.725000000000000311e-01,3.324467981299520265e-28,-2.457676243788940575e-29,-3.204058062007167311e-28
9.775000000000000355e-01,3.106178145794452030e-28,-2.663307930737540580e-29,-2.859053366107901491e-28
9.825000000000000400e-01,2.654425423974967495e-28,-2.381043953982027454e-29,-2.391180830340869317e-28
9.875000000000000444e-01,2.175400903842476697e-28,-1.525495442277629424e-29,-1.973102565004390133e-28
9.925000000000000488e-01,1.800314180504999223e-28,-2.177864742971911819e-30,-1.672410005337867838e-28
9.975000000000000533e-01,1.553856302266851176e-28,1.190427827083412171e-29,-1.476998271267373257e-28
1.002499999999999947e+00,1.413061860507019084e-28,2.268868955433843464e-29,-1.364462801202785818e-28
1.007500000000000062e+00,1.353965068839223585e-28,2.733556728874616262e-29,-1.306278515953355918e-28
1.012499999999999956e+00,1.315459996813665064e-28,2.586357125001153921e-29,-1.208519065077077108e-28
1.017500000000000071e+00,1.161122927443587273e-28,2.102700431002678303e-29,-9.281222958794643294e-29
1.022499999999999964e+00,7.799557357185646383e-29,1.690576496430049240e-29,-4.465537471583615283e-29
1.027500000000000080e+00,2.923124064136094804e-29,1.650211462852974305e-29,-3.657092654046038075e-30
1.032499999999999973e+00,9.773588380958689761e-30,1.903039658124866212e-29,-1.403149388880363749e-29
1.037500000000000089e+00,5.719893175369214956e-29,1.899818687339099810e-29,-9.475280465437672139e-29
1.042499999999999982e+00,1.632727187032463002e-28,9.446361282637042031e-30,-2.087710670949841790e-28
1.047500000000000098e+00,2.674947323982553538e-28,-1.157638616207608889e-29,-2.859938520862924234e-28
1.052499999999999991e+00,3.062733064431138789e-28,-3.680818951334303850e-29,-2.853315661554878265e-28
1.057500000000000107e+00,2.702453779639686796e-28,-5.316996208674732815e-29,-2.289560257723626063e-28
1.062500000000000000e+00,2.044360833181281157e-28,-5.128620732803814629e-29,-1.683270933886502786e-28
1.067500000000000115e+00,1.514619382654753917e-28,-3.288617328191013464e-29,-1.248988899039908110e-28
1.072500000000000009e+00,1.101348185782420649e-28,-9.227717851814826689e-30,-8.134532521975622987e-29
1.077500000000000124e+00,6.085462162085661482e-29,7.745671935275045701e-30,-2.960453926853935244e-29
1.082500000000000018e+00,1.538788926937402784e-29,1.342754774993332971e-29,-1.962805657249871613e-31
1.087500000000000133e+00,1.171944777352540854e-29,1.172299774022903791e-29,-2.248713333136549506e-29
1.092500000000000027e+00,5.487458572346781696e-29,1.017518364522091276e-29,-7.045447393496495909e-29
1.097499999999999920e+00,9.234451965073337102e-29,1.395177672195521712e-29,-8.168085928293101230e-29
1.102500000000000036e+00,7.435649535963272266e-29,2.265808285558791888e-29,-3.911666802614219375e-29
1.107499999999999929e+00,2.748250070521070639e-29,3.108068635783896321e-29,-7.934155016539000904e-30
1.112500000000000044e+00,3.744054776302567344e-29,3.296961965002261095e-29,-6.719673854421287826e-29
1.117499999999999938e+00,1.496344959028376086e-28,2.573248280316454245e-29,-2.122607803214331635e-28
1.122500000000000053e+00,3.055231299309767288e-28,1.294767394106397451e-29,-3.458799739407592994e-28
1.127499999999999947e+00,3.921162979078199868e-28,2.202404895872687109e-30,-3.691139207632616893e-28
1.132500000000000062e+00,3.474732823285578008e-28,-8.064699163525768334e-31,-2.697620508588952048e-28
1.137499999999999956e+00,2.094325468411480410e-28,3.080079150267235948e-30,-1.221575651718967445e-28
1.142500000000000071e+00,7.129721641414128528e-29,7.784214621862374517e-30,-1.649369391989032959e-29
1.147499999999999964e+00,4.665482793466638391e-30,8.036561020428485190e-30,5.210213970827765027e-30
1.152500000000000080e+00,1.966198284673522312e-29,3.701738275602869419e-30,-3.874876213620576833e-29
1.157499999999999973e+00,7.706086640193077287e-29,-1.851680402504349906e-30,-9.798175864922849658e-29
1.162500000000000089e+00,1.246268592182355334e-28,-6.318226629100471147e-30,-1.266953912086896664e-28
1.167499999999999982e+00,1.291185723703534060e-28,-1.002549718158032741e-29,-1.077371992635285366e-28
1.172500000000000098e+00,9.067490821773774680e-29,-1.352635591608217320e-29,-5.716070294217081204e-29
1.177499999999999991e+00,3.805141171939647733e-29,-1.592228461337289018e-29,-1.174791857494893942e-29
1.182500000000000107e+00,1.028957193599468859e-29,-1.714205894371873758e-29,-6.917166054271266795e-30
1.187500000000000000e+00,3.320812305679833280e-29,-2.086729681817944017e-29,-5.397894983337189870e-29
1.192500000000000115e+00,1.008539716587819335e-28,-3.279956605392917759e-29,-1.292402844202427901e-28
1.197500000000000009e+00,1.762832177844451575e-28,-5.512565775694228217e-29,-1.893628960102227417e-28
1.202500000000000124e+00,2.206514324924363114e-28,-8.341531048930640788e-29,-2.105706087254066998e-28
1.207500000000000018e+00,2.324847598022013061e-28,-1.082440331767547516e-28,-2.166505033105728788e-28
1.212500000000000133e+00,2.522927152429178052e-28,-1.179989299706137352e-28,-2.522053858820151336e-28
1.217500000000000027e+00,3.073069472792967347e-28,-1.029003580345113716e-28,-3.105422352620866039e-28
1.222499999999999920e+00,3.482673089975210750e-28,-6.403371643545536815e-29,-3.073114281479530245e-28
1.227500000000000036e+00,2.829453932799996035e-28,-2.002297541590128608e-29,-1.786523930706407825e-28
1.232499999999999929e+00,1.142184953772736713e-28,4.994866600938802967e-30,-1.137002580419758278e-29
1.237500000000000044e+00,1.350273251629434238e-30,6.675404153782163886e-30,8.827557655244494484e-30
1.242499999999999938e+00,9.071259807982393083e-29,5.390307173478645491e-30,-1.641848076828256778e-28
1.247500000000000053e+00,2.974857633503608972e-28,1.753083645758934237e-29,-3.344820461978548223e-28
1.252499999999999947e+00,3.771123975552443077e-28,3.196026320535356129e-29,-2.970234345588561481e-28
1.257500000000000062e+00,2.366519363453727940e-28,2.940982285216552934e-29,-1.030385053312080080e-28
1.262499999999999956e+00,4.851796878741085435e-29,1.782357117076985248e-29,2.145547415546475448e-29
1.267500000000000071e+00,1.603564782203307986e-29,2.708979819282604052e-29,-4.185623623548082532e-29
1.272499999999999964e+00,1.550172282103197039e-28,6.517139919617157438e-29,-2.227894604300253463e-28
1.277500000000000080e+00,3.475901070736701597e-28,9.916412484525353306e-29,-3.930622678593097239e-28
1.282499999999999973e+00,4.727737260836353026e-28,9.428445653370532428e-29,-4.472387732872644231e-28
1.287500000000000089e+00,4.418859753606444069e-28,5.989305906777329239e-29,-3.283958817377631986e-28
1.292499999999999982e+00,2.521714647672954855e-28,3.524355185623182940e-29,-1.099661308139016667e-28
1.297500000000000098e+00,5.287932909430609128e-29,3.250065467943062099e-29,1.464511499253785611e-29
1.302499999999999991e+00,2.403154445227417592e-29,2.253858436387539638e-29,-5.675338555730765945e-29
1.307500000000000107e+00,1.551683273935839709e-28,-1.378433049038378665e-29,-1.994002589681260349e-28
1.312500000000000000e+00,2.574653714110714856e-28,-5.280124162647623867e-29,-2.238528589513350527e-28
1.317500000000000115e+00,2.054570418074836272e-28,-6.766124352037580634e-29,-1.083648105798133708e-28
1.322500000000000009e+00,7.943741379288150414e-29,-6.905172748479918556e-29,-1.263864354160240934e-29
1.327500000000000124e+00,6.203470309412630557e-29,-7.591254866541565805e-29,-8.290409664271095125e-29
1.332500000000000018e+00,2.036892844614816872e-28,-7.366778336713027133e-29,-2.361874023522044592e-28
1.337500000000000133e+00,3.005137530820076342e-28,-3.993809162140701615e-29,-2.133945984216008658e-28
1.342500000000000027e+00,1.568390974273121035e-28,3.971433803147659996e-30,2.344849500834747067e-30
1.347499999999999920e+00,1.356205562468684024e-31,4.058992847252515923e-30,-4.649213939989516185e-30
1.352500000000000036e+00,2.808616499441579023e-28,-5.958574488419847354e-29,-5.062682262628842024e-28
1.357499999999999929e+00,9.252170168780173531e-28,-1.325254538456318641e-28,-1.076697203835526624e-27
1.362500000000000044e+00,1.271960894791226883e-27,-1.290278507560705208e-28,-1.098251339986237998e-27
1.367499999999999938e+00,9.613536053347009561e-28,-3.041946599683781125e-29,-6.053900083494434109e-28
1.372500000000000053e+00,3.821927791002058633e-28,7.466178836930375556e-29,-1.463499111341227141e-28
1.377499999999999947e+00,7.062582185622926844e-29,8.345091459697995172e-29,-5.050138309686117860e-29
1.382500000000000062e+00,1.347162353896090620e-28,-3.484213256332942961e-30,-2.159133704018786381e-28
1.387499999999999956e+00,3.461403380628552539e-28,-1.003458853246850994e-28,-3.818343718182527187e-28
1.392500000000000071e+00,4.502993932337665339e-28,-1.394649540304633890e-28,-3.859253650544149888e-28
1.397499999999999964e+00,3.739486735388205560e-28,-1.066676167349846644e-28,-2.697250561155452220e-28
1.402500000000000080e+00,2.249762930305511476e-28,-2.406453745863538730e-29,-1.424920290479336309e-28
1.407499999999999973e+00,9.282347052655618923e-29,4.895561198725919116e-29,-4.619552180844756617e-29
