time,length,classical_length,phase,classical_phase,length_velocity
2.125000000000000000e+00,2.980236475501954363e+00,2.977903311457874569e+00,1.359657772692156319e-01,1.357070335357438984e-01,2.640276590538312429e-01
2.250000000000000000e+00,3.014027980081688263e+00,3.011640548221359737e+00,1.423377055194342544e-01,1.420650803096972503e-01,2.765660276974964971e-01
2.375000000000000000e+00,3.049360287751561316e+00,3.046915580522918887e+00,1.484828264146200172e-01,1.481965205965003751e-01,2.886797943551250301e-01
2.500000000000000000e+00,3.086180098585361353e+00,3.083675127961060802e+00,1.544002215995516625e-01,1.541004406086764755e-01,3.003657051596432814e-01
2.625000000000000000e+00,3.124433831205352341e+00,3.121865630402451686e+00,1.600900370376428516e-01,1.597769902246672924e-01,3.116224896865642524e-01
2.750000000000000000e+00,3.164067862593542113e+00,3.161433487790957564e+00,1.655533984153148563e-01,1.652272984309930137e-01,3.224507294038025940e-01
2.875000000000000000e+00,3.205028750906371293e+00,3.202325282947424689e+00,1.707923235758287139e-01,1.704533857957660492e-01,3.328527177809749160e-01
3.000000000000000000e+00,3.247263440432831771e+00,3.244487986499579257e+00,1.758096336887932931e-01,1.754580756788957085e-01,3.428323149220596777e-01
3.125000000000000000e+00,3.290719448176716355e+00,3.287869143426064511e+00,1.806088646636576922e-01,1.802449056865017274e-01,3.523947993618909980e-01
3.250000000000000000e+00,3.335345031863541809e+00,3.332417041013024495e+00,1.851941801076314453e-01,1.848180406692975508e-01,3.615467194094839631e-01
3.375000000000000000e+00,3.381089339447202136e+00,3.378080858302189071e+00,1.895702869190886986e-01,1.891821883554157535e-01,3.702957461405710360e-01
3.500000000000000000e+00,3.427902540438507728e+00,3.424810797354188807e+00,1.937423544034839740e-01,1.933425185042308425e-01,3.786505298509674211e-01
3.625000000000000000e+00,3.475735939589926993e+00,3.472558196859036883e+00,1.977159376055369067e-01,1.973045862745568535e-01,3.866205614920431577e-01
3.750000000000000000e+00,3.524542073634649775e+00,3.521275628797896573e+00,2.014969053728202508e-01,2.010742603220878333e-01,3.942160403238791355e-01
3.875000000000000000e+00,3.574274791923967243e+00,3.570916978997729530e+00,2.050913735045950537e-01,2.046576559797222139e-01,4.014477487539042100e-01
4.000000000000000000e+00,3.624889321906483275e+00,3.621437512525329971e+00,2.085056431971708812e-01,2.080610737319464609e-01,4.083269350766677297e-01
4.125000000000000000e+00,3.676342320470068259e+00,3.672793924942210353e+00,2.117461448738322261e-01,2.112909430712684444e-01,4.148652046035735674e-01
4.250000000000000000e+00,3.728591912216614457e+00,3.724944380489780826e+00,2.148193873831658884e-01,2.143537717205581394e-01,4.210744194677735197e-01
4.375000000000000000e+00,3.781597715758660883e+00,3.777848538298463232e+00,2.177319124636870884e-01,2.172561001192466201e-01,4.269666072113746935e-01
4.500000000000000000e+00,3.835320859138897198e+00,3.831467567717983691e+00,2.204902543037017548e-01,2.200044610024266822e-01,4.325538781117458376e-01
4.625000000000000000e+00,3.889723985451976507e+00,3.885764153852319325e+00,2.231009039718918063e-01,2.226053438484731639e-01,4.378483510755173391e-01
4.750000000000000000e+00,3.944771249725222972e+00,3.940702494354643370e+00,2.255702784544872941e-01,2.250651639311946339e-01,4.428620878265704386e-01
4.875000000000000000e+00,4.000428308073673556e+00,3.996248288497987744e+00,2.279046940073561900e-01,2.273902356850180662e-01,4.476070350328154035e-01
5.000000000000000000e+00,4.056662300094323825e+00,4.052368719488817383e+00,2.301103435142188292e-01,2.295867500745752965e-01,4.520949739551045621e-01
5.125000000000000000e+00,4.113441825414307473e+00,4.109032430935649849e+00,2.321932775337799126e-01,2.316607556516773192e-01,4.563374771574278954e-01
5.250000000000000000e+00,4.170736915242708953e+00,4.166209498325272875e+00,2.341593887174329425e-01,2.336181429814863653e-01,4.603458717899011621e-01
5.375000000000000000e+00,4.228518999717460147e+00,4.223871396296878800e+00,2.360143992838097116e-01,2.354646321243425988e-01,4.641312089396585350e-01
5.500000000000000000e+00,4.286760871775062043e+00,4.281990962440974435e+00,2.377638512456916597e-01,2.372057628689137054e-01,4.677042385420933091e-01
5.625000000000000000e+00,4.345436648203259367e+00,4.340542358286565872e+00,2.394130990974844553e-01,2.388468874250201379e-01,4.710753893481871568e-01
5.750000000000000000e+00,4.404521728482160725e+00,4.399501028077879461e+00,2.409673046866737667e-01,2.403931652996982860e-01,4.742547534577292723e-01
5.875000000000000000e+00,4.463992751951421312e+00,4.458843655881521428e+00,2.424314340096312415e-01,2.418495600969897130e-01,4.772520749448559974e-01
6.000000000000000000e+00,4.523827553788169809e+00,4.518548121507241611e+00,2.438102556901122764e-01,2.432208379999219461e-01,4.800767421256583178e-01
6.125000000000000000e+00,4.584005120223531904e+00,4.578593455670652901e+00,2.451083409172861716e-01,2.445115677116149189e-01,4.827377830430167882e-01
6.250000000000000000e+00,4.644505543374777723e+00,4.638959794774844880e+00,2.463300646386627490e-01,2.457261216509698531e-01,4.852438637704236668e-01
6.375000000000000000e+00,4.705309976023633212e+00,4.699628335639909338e+00,2.474796078215190098e-01,2.468686782166204519e-01,4.876032891669803693e-01
6.500000000000000000e+00,4.766400586622106417e+00,4.760581290465070836e+00,2.485609606140923855e-01,2.479432249504848751e-01,4.898240057427428740e-01
6.625000000000000000e+00,4.827760514773990153e+00,4.821801842267472438e+00,2.495779262547261901e-01,2.489535624491474863e-01,4.919136063241658086e-01
6.750000000000000000e+00,4.889373827396132022e+00,4.883274101004564827e+00,2.505341255931259892e-01,2.499033088872900377e-01,4.938793362369115481e-01
6.875000000000000000e+00,4.951225475733782133e+00,4.944983060553427734e+00,2.514330021029100304e-01,2.507959050323818051e-01,4.957281007503142600e-01
7.000000000000000000e+00,5.013301253374974564e+00,5.006914556690084339e+00,2.522778272785788922e-01,2.516346196437829197e-01,4.974664735549746974e-01
7.125000000000000000e+00,5.075587755375792653e+00,5.069055226184758567e+00,2.530717063228974939e-01,2.524225551622892305e-01,4.991007060677008500e-01
7.250000000000000000e+00,5.138072338592873933e+00,5.131392467104848976e+00,2.538175840425302421e-01,2.531626536079565337e-01,5.006367373828333189e-01
7.375000000000000000e+00,5.200743083291214042e+00,5.193914400396078435e+00,2.545182508805091115e-01,2.538577026148107207e-01,5.020802047091631470e-01
7.500000000000000000e+00,5.263588756078931397e+00,5.256609832793431636e+00,2.551763490239080667e-01,2.545103415408138670e-01,5.034364541519346092e-01
7.625000000000000000e+00,5.326598774205840492e+00,5.319468221097094940e+00,2.557943785338967491e-01,2.551230676002645970e-01,5.047105517173081646e-01
7.750000000000000000e+00,5.389763171245590456e+00,5.382479637834318709e+00,2.563747034532578017e-01,2.556982419737174883e-01,5.059072944330325061e-01
7.875000000000000000e+00,5.453072564169326064e+00,5.445634738315790813e+00,2.569195578535227731e-01,2.562380958575689038e-01,5.070312214943302198e-01
8.000000000000000000e+00,5.516518121811364139e+00,5.508924729084615279e+00,2.574310517901577389e-01,2.567447364217385619e-01,5.080866253571467706e-01
8.125000000000000000e+00,5.580091534714544110e+00,5.572341337747005241e+00,2.579111771398008290e-01,2.572201526494373169e-01,5.090775627132531067e-01
8.250000000000000000e+00,5.643784986336251919e+00,5.635876784166303111e+00,2.583618132984469851e-01,2.576662210379114804e-01,5.100078652920798650e-01
8.375000000000000000e+00,5.707591125592777814e+00,5.699523752995673931e+00,2.587847327237826622e-01,2.580847111433545171e-01,5.108811504445138763e-01
8.500000000000000000e+00,5.771503040709484722e+00,5.763275367519772985e+00,2.591816063086222477e-01,2.584772909569304500e-01,5.117008314712057082e-01
8.625000000000000000e+00,5.835514234346357298e+00,5.827125164771436161e+00,2.595540085756687931e-01,2.588455321021146949e-01,5.124701276666563388e-01
8.750000000000000000e+00,5.899618599958229126e+00,5.891067071886363138e+00,2.599034226866298591e-01,2.591909148463806822e-01,5.131920740558419958e-01
8.875000000000000000e+00,5.963810399353340230e+00,5.955095383656122010e+00,2.602312452611518778e-01,2.595148329226807382e-01,5.138695308068726986e-01
9.000000000000000000e+00,6.028084241406955535e+00,6.019204741238091572e+00,2.605387910031074505e-01,2.598185981582449289e-01,5.145051923067076594e-01
9.125000000000000000e+00,6.092435061887818470e+00,6.083390111979685599e+00,2.608272971335195978e-01,2.601034449099772772e-01,5.151015958926519200e-01
9.250000000000000000e+00,6.156858104354716588e+00,6.147646770313413001e+00,2.610979276309017827e-01,2.603705343072107437e-01,5.156611302353280024e-01
9.375000000000000000e+00,6.221348902078787546e+00,6.211970279679055906e+00,2.613517772810093343e-01,2.606209583038177069e-01,5.161860433716265462e-01
9.500000000000000000e+00,6.285903260948399129e+00,6.276356475429235360e+00,2.615898755390361208e-01,2.608557435426958060e-01,5.166784503895684999e-01
9.625000000000000000e+00,6.350517243312138405e+00,6.340801448674969976e+00,2.618131902081138884e-01,2.610758550364795094e-01,5.171403407683013986e-01
9.750000000000000000e+00,6.415187152720100094e+00,6.405301531028422701e+00,2.620226309386413099e-01,2.612821996690019577e-01,5.175735853789857899e-01
9.875000000000000000e+00,6.479909519516508176e+00,6.469853280200794643e+00,2.622190525534972005e-01,2.614756295225536542e-01,5.179799431536240562e-01
1.000000000000000000e+01,6.544681087248579665e+00,6.534453466414282374e+00,2.624032582045985884e-01,2.616569450363930294e-01,5.183610674295902054e-01
