time,length,classical_length,phase,classical_phase,length_velocity
2.625000000000000000e+00,3.127001752779300148e+00,3.121865630402451686e+00,1.604007992977213304e-01,1.597769902246672924e-01,3.121354153474605875e-01
2.750000000000000000e+00,3.166701358873813099e+00,3.161433487790957564e+00,1.658771489427803003e-01,1.652272984309930137e-01,3.229869674504985966e-01
2.875000000000000000e+00,3.207730723809786078e+00,3.202325282947424689e+00,1.711288508319011026e-01,1.704533857957660492e-01,3.334120718361762714e-01
3.000000000000000000e+00,3.250036766481229300e+00,3.244487986499579257e+00,1.761587237819437768e-01,1.754580756788957085e-01,3.434145750948898734e-01
3.125000000000000000e+00,3.293566976828731896e+00,3.287869143426064511e+00,1.809703018360748206e-01,1.802449056865017274e-01,3.529997425846977399e-01
3.250000000000000000e+00,3.338269583891856129e+00,3.332417041013024495e+00,1.855677471841509774e-01,1.848180406692975508e-01,3.621741098574718376e-01
3.375000000000000000e+00,3.384093705374057404e+00,3.378080858302189071e+00,1.899557657193209903e-01,1.891821883554157535e-01,3.709453357237940119e-01
3.500000000000000000e+00,3.430989479037361178e+00,3.424810797354188807e+00,1.941395261183523624e-01,1.933425185042308425e-01,3.793220587684186795e-01
3.625000000000000000e+00,3.478908176458219259e+00,3.472558196859036883e+00,1.981245831398008306e-01,1.973045862745568535e-01,3.873137588366999395e-01
3.750000000000000000e+00,3.527802299845910206e+00,3.521275628797896573e+00,2.019168056554523638e-01,2.010742603220878333e-01,3.949306247291701766e-01
3.875000000000000000e+00,3.577625662762121017e+00,3.570916978997729530e+00,2.055223097690687395e-01,2.046576559797222139e-01,4.021834290716091442e-01
4.000000000000000000e+00,3.628333455687177356e+00,3.621437512525329971e+00,2.089473972338598273e-01,2.080610737319464332e-01,4.090834110776476185e-01
4.125000000000000000e+00,3.679882297450059347e+00,3.672793924942210353e+00,2.121984992567718942e-01,2.112909430712684444e-01,4.156421676928737652e-01
4.250000000000000000e+00,3.732230273592871850e+00,3.724944380489780826e+00,2.152821256734495925e-01,2.143537717205581394e-01,4.218715534068954165e-01
4.375000000000000000e+00,3.785336962758355295e+00,3.777848538298463232e+00,2.182048193917143220e-01,2.172561001192465924e-01,4.277835888413041299e-01
4.500000000000000000e+00,3.839163452198994797e+00,3.831467567717983691e+00,2.209731159324311300e-01,2.200044610024266822e-01,4.333903780709645881e-01
4.625000000000000000e+00,3.893672343488829846e+00,3.885764153852319325e+00,2.235935078431411371e-01,2.226053438484731362e-01,4.387040345081062998e-01
4.750000000000000000e+00,3.948827749490866790e+00,3.940702494354643370e+00,2.260724137201940154e-01,2.250651639311946339e-01,4.437366150764211481e-01
4.875000000000000000e+00,4.004595283598593625e+00,3.996248288497987744e+00,2.284161515475703896e-01,2.273902356850180662e-01,4.485000623205696035e-01
5.000000000000000000e+00,4.060942042213198100e+00,4.052368719488817383e+00,2.306309160434399097e-01,2.295867500745752965e-01,4.530061540348043758e-01
5.125000000000000000e+00,4.117836581372561255e+00,4.109032430935649849e+00,2.327227596971033763e-01,2.316607556516773192e-01,4.572664599511266359e-01
5.250000000000000000e+00,4.175248888380869161e+00,4.166209498325272875e+00,2.346975771778093967e-01,2.336181429814863653e-01,4.612923049980951484e-01
5.375000000000000000e+00,4.233150349230609066e+00,4.223871396296878800e+00,2.365610928015591807e-01,2.354646321243425988e-01,4.650947386269319583e-01
5.500000000000000000e+00,4.291513712542986525e+00,4.281990962440974435e+00,2.383188507512882526e-01,2.372057628689137054e-01,4.686845096965248647e-01
5.625000000000000000e+00,4.350313050690220784e+00,4.340542358286565872e+00,2.399762077584635667e-01,2.388468874250201379e-01,4.720720464146067608e-01
5.750000000000000000e+00,4.409523718700458339e+00,4.399501028077879461e+00,2.415383279694037211e-01,2.403931652996982860e-01,4.752674408441787124e-01
5.875000000000000000e+00,4.469122311487319976e+00,4.458843655881521428e+00,2.430101797365613048e-01,2.418495600969897130e-01,4.782804375025710986e-01
6.000000000000000000e+00,4.529086619885643650e+00,4.518548121507241611e+00,2.443965340930150942e-01,2.432208379999219461e-01,4.811204256026817005e-01
6.125000000000000000e+00,4.589395585923440102e+00,4.578593455670652901e+00,2.457019646868994767e-01,2.445115677116149189e-01,4.837964345117582998e-01
6.250000000000000000e+00,4.650029257706166597e+00,4.638959794774844880e+00,2.469308489710690668e-01,2.457261216509698531e-01,4.863171320299614075e-01
6.375000000000000000e+00,4.710968744243022144e+00,4.699628335639909338e+00,2.480873704615092767e-01,2.468686782166204519e-01,4.886908251202228826e-01
6.500000000000000000e+00,4.772196170498808954e+00,4.760581290465070836e+00,2.491755218957204254e-01,2.479432249504848751e-01,4.909254627495159840e-01
6.625000000000000000e+00,4.833694632918168033e+00,4.821801842267472438e+00,2.501991091391814748e-01,2.489535624491474863e-01,4.930286405307700015e-01
6.750000000000000000e+00,4.895448155626588971e+00,4.883274101004564827e+00,2.511617557040294324e-01,2.499033088872900377e-01,4.950076068828895282e-01
6.875000000000000000e+00,4.957441647482601077e+00,4.944983060553427734e+00,2.520669077590923512e-01,2.507959050323817496e-01,4.968692704533026472e-01
7.000000000000000000e+00,5.019660860126081481e+00,5.006914556690084339e+00,2.529178395243646404e-01,2.516346196437829197e-01,4.986202085742254542e-01
7.125000000000000000e+00,5.082092347136228483e+00,5.069055226184758567e+00,2.537176589559148598e-01,2.524225551622892305e-01,5.002666765473410271e-01
7.250000000000000000e+00,5.144723424391985489e+00,5.131392467104848976e+00,2.544693136390299704e-01,2.531626536079565337e-01,5.018146175753652738e-01
7.375000000000000000e+00,5.207542131707242561e+00,5.193914400396078435e+00,2.551755968181841361e-01,2.538577026148107207e-01,5.032696731801551415e-01
7.500000000000000000e+00,5.270537195790782725e+00,5.256609832793431636e+00,2.558391535021802832e-01,2.545103415408138670e-01,5.046371939667573248e-01
7.625000000000000000e+00,5.333697994565358869e+00,5.319468221097094940e+00,2.564624865916469432e-01,2.551230676002645414e-01,5.059222506102327710e-01
7.750000000000000000e+00,5.397014522871325326e+00,5.382479637834318709e+00,2.570479629839710345e-01,2.556982419737174883e-01,5.071296449600448675e-01
7.875000000000000000e+00,5.460477359557771138e+00,5.445634738315790813e+00,2.575978196178233537e-01,2.562380958575689038e-01,5.082639211697551618e-01
8.000000000000000000e+00,5.524077635965005229e+00,5.508924729084615279e+00,2.581141694257139130e-01,2.567447364217385619e-01,5.093293767754114576e-01
8.125000000000000000e+00,5.587807005782865488e+00,5.572341337747005241e+00,2.585990071685806413e-01,2.572201526494373169e-01,5.103300736558296080e-01
8.250000000000000000e+00,5.651657616270792772e+00,5.635876784166303111e+00,2.590542151313244834e-01,2.576662210379114804e-01,5.112698488208571312e-01
8.375000000000000000e+00,5.715622080811954220e+00,5.699523752995673931e+00,2.594815686624865059e-01,2.580847111433545171e-01,5.121523249817370171e-01
8.500000000000000000e+00,5.779693452773060791e+00,5.763275367519772985e+00,2.598827415450513101e-01,2.584772909569304500e-01,5.129809208670343956e-01
8.625000000000000000e+00,5.843865200637587520e+00,5.827125164771436161e+00,2.602593111885787569e-01,2.588455321021146949e-01,5.137588612546430955e-01
8.750000000000000000e+00,5.908131184372244604e+00,5.891067071886363138e+00,2.606127636357227217e-01,2.591909148463806822e-01,5.144891866973055894e-01
8.875000000000000000e+00,5.972485632990399473e+00,5.955095383656122010e+00,2.609444983786140537e-01,2.595148329226807382e-01,5.151747629240246429e-01
9.000000000000000000e+00,6.036923123268474356e+00,6.019204741238091572e+00,2.612558329826287218e-01,2.598185981582449289e-01,5.158182899059686743e-01
9.125000000000000000e+00,6.101438559575948162e+00,6.083390111979685599e+00,2.615480075168586938e-01,2.601034449099772772e-01,5.164223105781409195e-01
9.250000000000000000e+00,6.166027154772180552e+00,6.147646770313413001e+00,2.618221887920531010e-01,2.603705343072107437e-01,5.169892192132080622e-01
9.375000000000000000e+00,6.230684412129139815e+00,6.211970279679055906e+00,2.620794744080446326e-01,2.606209583038177069e-01,5.175212694458940499e-01
9.500000000000000000e+00,6.295406108234831599e+00,6.276356475429235360e+00,2.623208966136920672e-01,2.608557435426958060e-01,5.180205819496097597e-01
9.625000000000000000e+00,6.360188276834842114e+00,6.340801448674969976e+00,2.625474259832134005e-01,2.610758550364795094e-01,5.184891517688857698e-01
9.750000000000000000e+00,6.425027193569709638e+00,6.405301531028422701e+00,2.627599749134308937e-01,2.612821996690019577e-01,5.189288553131314874e-01
9.875000000000000000e+00,6.489919361565187117e+00,6.469853280200794643e+00,2.629594009469940485e-01,2.614756295225536542e-01,5.193414570186356549e-01
1.000000000000000000e+01,6.554861497834867379e+00,6.534453466414282374e+00,2.631465099270421382e-01,2.616569450363930294e-01,5.197286156869054263e-01
