Q,B1,B2,B_even,B_odd,GST_even,GST_odd,mu_saddle,even_match_error,odd_match_error,decomposition_error,log_asymmetry,light_log_asymmetry
-0.034999999999999976,0.01800824037785146,-0.010129635212541444,0.0039393025826550045,0.014068937795196454,0.0039393025826550245,0.014068937795196454,0.07011467065432507,1.9949319973733282e-17,0.0,5.204170427930421e-18,2.782076525700688,2.8045868261730025
-0.030000000000000027,0.014933761541549594,-0.009152950622240075,0.0028904054596547626,0.012043356081894833,0.0028904054596547548,0.012043356081894833,0.06007215592103168,7.806255641895632e-18,0.0,5.204170427930421e-18,2.3836168671102365,2.402886236841268
-0.025000000000000022,0.012030075187969934,-0.008020050125313292,0.0020050125313283242,0.010025062656641612,0.0020050125313282765,0.010025062656641614,0.05004172927849131,4.7704895589362195e-17,1.734723475976807e-18,3.469446951953614e-18,1.9856290708890258,2.0016691711396524
-0.020000000000000018,0.009294871794871802,-0.006730769230769235,0.0012820512820512842,0.00801282051282052,0.0012820512820512775,0.00801282051282052,0.04002135383676825,6.7220534694101275e-18,0.0,3.469446951953614e-18,1.5880336406502185,1.6008541534707312
-0.015000000000000013,0.0067260534481032985,-0.005284756280652593,0.0007206485837253541,0.006005404864377946,0.0007206485837253141,0.006005404864377946,0.0300090048631265,4.0007060164715114e-17,0.0,1.734723475976807e-18,1.1907515467420544,1.200360194525059
-0.010000000000000009,0.004321728691476593,-0.003681472589035618,0.00032012805122048877,0.004001600640256106,0.00032012805122052514,0.004001600640256106,0.0200026673068496,3.6374982886888674e-17,0.0,1.734723475976807e-18,0.7937041312495743,0.8001066922739841
-0.0050000000000000044,0.0020802080208020815,-0.001920192019201922,8.000800080008015e-05,0.002000200020002002,8.00080008000137e-05,0.002000200020002002,0.010000333353334771,6.644804064620535e-17,0.0,4.336808689942018e-19,0.3968130141013855,0.4000133341333887
0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
0.0050000000000000044,-0.001920192019201922,0.0020802080208020815,8.000800080008015e-05,-0.002000200020002002,8.00080008000137e-05,-0.002000200020002002,-0.010000333353334771,6.644804064620535e-17,0.0,4.336808689942018e-19,-0.39681301410138764,-0.40001333413339085
0.010000000000000009,-0.003681472589035618,0.004321728691476593,0.00032012805122048877,-0.004001600640256106,0.00032012805122052514,-0.004001600640256106,-0.0200026673068496,3.6374982886888674e-17,0.0,1.734723475976807e-18,-0.7937041312495752,-0.800106692273985
0.015000000000000013,-0.005284756280652593,0.0067260534481032985,0.0007206485837253541,-0.006005404864377946,0.0007206485837253141,-0.006005404864377946,-0.0300090048631265,4.0007060164715114e-17,0.0,1.734723475976807e-18,-1.1907515467420562,-1.2003601945250608
0.020000000000000018,-0.006730769230769235,0.009294871794871802,0.0012820512820512842,-0.00801282051282052,0.0012820512820512775,-0.00801282051282052,-0.04002135383676825,6.7220534694101275e-18,0.0,3.469446951953614e-18,-1.5880336406502171,-1.60085415347073
0.025000000000000022,-0.008020050125313292,0.012030075187969934,0.0020050125313283242,-0.010025062656641612,0.0020050125313282765,-0.010025062656641614,-0.05004172927849131,4.7704895589362195e-17,1.734723475976807e-18,3.469446951953614e-18,-1.9856290708890265,-2.0016691711396533
0.02999999999999997,-0.009152950622240055,0.014933761541549566,0.0028904054596547513,-0.01204335608189481,0.0028904054596547548,-0.01204335608189481,-0.060072155921031566,3.469446951953614e-18,0.0,5.204170427930421e-18,-2.3836168671102325,-2.4028862368412645
0.034999999999999976,-0.010129635212541444,0.01800824037785146,0.0039393025826550045,-0.014068937795196454,0.0039393025826550245,-0.014068937795196454,-0.07011467065432507,1.9949319973733282e-17,0.0,5.204170427930421e-18,-2.7820765257006856,-2.804586826173
0.03999999999999998,-0.010950080515297899,0.021256038647342986,0.005152979066022539,-0.016103059581320443,0.005152979066022568,-0.016103059581320446,-0.08017132503758966,2.862293735361732e-17,3.469446951953614e-18,3.469446951953614e-18,-3.181088106173475,-3.206853001503587
0.044999999999999984,-0.011614073999395094,0.02467990724871458,0.0065329166246597395,-0.018146990624054837,0.006532916624659713,-0.018146990624054837,-0.0902441878561468,2.688821387764051e-17,0.0,3.469446951953614e-18,-3.580732329247383,-3.6097675142458705
0.04999999999999999,-0.012121212121212116,0.028282828282828278,0.008080808080808077,-0.020202020202020197,0.008080808080808044,-0.020202020202020197,-0.10033534773107555,3.2959746043559335e-17,0.0,3.469446951953614e-18,-3.9810906769197922,-4.013413909243025
0.05499999999999999,-0.012470897864156283,0.032068023079259024,0.009798562607551369,-0.02226946047170766,0.009798562607551365,-0.02226946047170766,-0.11044691579009713,3.469446951953614e-18,0.0,1.0408340855860843e-17,-4.38224549484915,-4.417876631603883
0.06,-0.01266233766233766,0.03603896103896104,0.011688311688311687,-0.024350649350649352,0.011688311688311704,-0.024350649350649352,-0.12058102840844404,1.734723475976807e-17,0.0,6.938893903907228e-18,-4.7842800973767226,-4.823241136337762
0.065,-0.012694537686908758,0.04019936934187774,0.01375241582748449,-0.026446953514393245,0.013752415827484477,-0.026446953514393245,-0.13073985002887842,1.214306433183765e-17,0.0,6.938893903907228e-18,-5.1872788755321055,-5.229594001155134
0.07,-0.012566299469604247,0.044553243574051424,0.015993472052223585,-0.028559771521827825,0.015993472052223547,-0.028559771521827832,-0.14092557607049389,3.8163916471489756e-17,6.938893903907228e-18,1.3877787807814457e-17,-5.591327408384833,-5.637023042819758
